Scheme_ID,Scheme_Name,Beneficiary,Description,Min_Age,Max_Age,Income_Limit,State,Gender,Education,Occupation,Category,Disability_Status,Rural_Urban,Employment_Status,Marital_Status,Farmer_Status,Student_Status,BPL_Status,Minority_Status,Benefits,Required_Documents,Official_Website
SCH050,Social Welfare Security Scheme - Support 50,eligible welfare beneficiaries,General state-funded social relief for economically weak sections including widows and distressed families.,18,80,150000,all,male,all,all,all,all,all,all,all,all,all,yes,all,Direct cash allowance of Rs. 1500 per month.,"Aadhaar Card, Income certificate, Bank passbook",https://socialjustice.gov.in/welfare50
SCH051,Skill Upgradation and Vocational Loan - Plan 51,eligible skills development beneficiaries,Short-term industry courses and certification for unemployed youth to improve immediate placement prospects.,18,35,999999999,punjab,all,all,unemployed,all,all,all,unemployed,all,all,all,all,all,Free skill training course and job placement assistance with stipend.,"Aadhaar Card, School leaving certificate, Unemployed registration card",https://msde.gov.in/skill51
SCH052,Merit-cum-Means Post Matric Support - Program 52,eligible education beneficiaries,Financial backing for brilliant students to guarantee access to professional training colleges and technical degrees.,18,28,300000,all,all,12th,student,all,all,all,student,all,all,yes,all,all,Full academic tuition coverage and a monthly stipend of Rs. 1500.,"Academic transcript, Income certificate, Fee Structure, Aadhaar",https://scholarships.gov.in/scheme52
SCH053,Senior Citizen Financial Security - Pension 53,eligible senior citizens beneficiaries,An annuity and healthcare insurance combination plan for senior citizens designed for a comfortable retired life.,60,80,999999999,andhra pradesh,all,all,retired,all,all,all,retired,all,all,all,all,all,Guaranteed Rs. 2000 monthly pension and secondary medical coverage up to Rs. 1 Lakh.,"Age Certificate, Aadhaar, Bank Details, Income proof",https://nsap.nic.in/pension53
SCH054,Skill Upgradation and Vocational Loan - Plan 54,eligible skills development beneficiaries,Short-term industry courses and certification for unemployed youth to improve immediate placement prospects.,18,35,999999999,all,all,all,unemployed,all,all,all,unemployed,all,all,all,all,all,Free skill training course and job placement assistance with stipend.,"Aadhaar Card, School leaving certificate, Unemployed registration card",https://msde.gov.in/skill54
SCH055,Mahila Self-Reliance Scheme - Model 55,eligible women empowerment beneficiaries,Encouraging small enterprise setup for women by organizing self-help groups and funding micro-manufacturing setups.,18,80,300000,all,female,all,business owner,all,all,all,self-employed,all,all,all,all,all,"Subsidized startup loan of up to Rs. 1,00,000 without collateral.","Aadhaar Card, Residence proof, Self-Help Group certificate",https://wcd.nic.in/scheme55
SCH056,Awas Sahayata Gramin - Allocation 56,eligible housing beneficiaries,Providing masonry training and raw building materials to rural households below the poverty line to build permanent homes.,18,80,999999999,all,all,all,all,all,all,rural,all,all,all,all,yes,all,"Financial assistance of Rs. 1,20,000 along with subsidised building supplies.","BPL Certificate, Land ownership map, Aadhaar Card",https://pmayg.nic.in/housing56
SCH057,Senior Citizen Financial Security - Pension 57,eligible senior citizens beneficiaries,An annuity and healthcare insurance combination plan for senior citizens designed for a comfortable retired life.,60,80,999999999,all,all,all,retired,all,all,all,retired,all,all,all,all,all,Guaranteed Rs. 2000 monthly pension and secondary medical coverage up to Rs. 1 Lakh.,"Age Certificate, Aadhaar, Bank Details, Income proof",https://nsap.nic.in/pension57
SCH058,Awas Sahayata Gramin - Allocation 58,eligible housing beneficiaries,Providing masonry training and raw building materials to rural households below the poverty line to build permanent homes.,18,80,999999999,all,all,all,all,all,all,rural,all,all,all,all,yes,all,"Financial assistance of Rs. 1,20,000 along with subsidised building supplies.","BPL Certificate, Land ownership map, Aadhaar Card",https://pmayg.nic.in/housing58
SCH059,Ayushman Swasthya Suraksha - Yojana 59,eligible healthcare beneficiaries,National health insurance coverage for economically vulnerable populations enabling free hospitalization at registered clinics.,18,80,120000,all,all,all,all,all,all,all,all,all,all,all,yes,all,"Cashless medical insurance coverage of up to Rs. 5,000,000 per family per year.","BPL Card, Aadhaar Card, Ration Card",https://pmjay.gov.in/swasthya59
SCH060,Senior Citizen Financial Security - Pension 60,eligible senior citizens beneficiaries,An annuity and healthcare insurance combination plan for senior citizens designed for a comfortable retired life.,60,80,999999999,all,all,all,retired,all,all,all,retired,all,all,all,all,all,Guaranteed Rs. 2000 monthly pension and secondary medical coverage up to Rs. 1 Lakh.,"Age Certificate, Aadhaar, Bank Details, Income proof",https://nsap.nic.in/pension60
SCH061,Merit-cum-Means Post Matric Support - Program 61,eligible education beneficiaries,Financial backing for brilliant students to guarantee access to professional training colleges and technical degrees.,18,28,300000,west bengal,male,12th,student,all,all,all,student,all,all,yes,all,all,Full academic tuition coverage and a monthly stipend of Rs. 1500.,"Academic transcript, Income certificate, Fee Structure, Aadhaar",https://scholarships.gov.in/scheme61
SCH062,Mahila Self-Reliance Scheme - Model 62,eligible women empowerment beneficiaries,Encouraging small enterprise setup for women by organizing self-help groups and funding micro-manufacturing setups.,18,80,300000,all,female,all,business owner,all,all,all,self-employed,all,all,all,all,all,"Subsidized startup loan of up to Rs. 1,00,000 without collateral.","Aadhaar Card, Residence proof, Self-Help Group certificate",https://wcd.nic.in/scheme62
SCH063,Merit-cum-Means Post Matric Support - Program 63,eligible education beneficiaries,Financial backing for brilliant students to guarantee access to professional training colleges and technical degrees.,18,28,500000,all,all,12th,student,all,all,all,student,all,all,yes,all,all,Full academic tuition coverage and a monthly stipend of Rs. 1500.,"Academic transcript, Income certificate, Fee Structure, Aadhaar",https://scholarships.gov.in/scheme63
SCH064,Skill Upgradation and Vocational Loan - Plan 64,eligible skills development beneficiaries,Short-term industry courses and certification for unemployed youth to improve immediate placement prospects.,18,35,999999999,karnataka,all,all,unemployed,all,all,all,unemployed,all,all,all,all,all,Free skill training course and job placement assistance with stipend.,"Aadhaar Card, School leaving certificate, Unemployed registration card",https://msde.gov.in/skill64
SCH065,Ayushman Swasthya Suraksha - Yojana 65,eligible healthcare beneficiaries,National health insurance coverage for economically vulnerable populations enabling free hospitalization at registered clinics.,18,80,120000,all,all,all,all,all,all,all,all,all,all,all,yes,all,"Cashless medical insurance coverage of up to Rs. 5,000,000 per family per year.","BPL Card, Aadhaar Card, Ration Card",https://pmjay.gov.in/swasthya65
SCH066,Senior Citizen Financial Security - Pension 66,eligible senior citizens beneficiaries,An annuity and healthcare insurance combination plan for senior citizens designed for a comfortable retired life.,60,80,999999999,all,all,all,retired,all,all,all,retired,all,all,all,all,all,Guaranteed Rs. 2000 monthly pension and secondary medical coverage up to Rs. 1 Lakh.,"Age Certificate, Aadhaar, Bank Details, Income proof",https://nsap.nic.in/pension66
SCH067,Awas Sahayata Gramin - Allocation 67,eligible housing beneficiaries,Providing masonry training and raw building materials to rural households below the poverty line to build permanent homes.,18,80,999999999,all,all,all,all,all,all,rural,all,all,all,all,yes,all,"Financial assistance of Rs. 1,20,000 along with subsidised building supplies.","BPL Certificate, Land ownership map, Aadhaar Card",https://pmayg.nic.in/housing67
SCH068,Mahila Self-Reliance Scheme - Model 68,eligible women empowerment beneficiaries,Encouraging small enterprise setup for women by organizing self-help groups and funding micro-manufacturing setups.,18,80,300000,all,female,all,business owner,all,all,all,self-employed,all,all,all,all,all,"Subsidized startup loan of up to Rs. 1,00,000 without collateral.","Aadhaar Card, Residence proof, Self-Help Group certificate",https://wcd.nic.in/scheme68
SCH069,Senior Citizen Financial Security - Pension 69,eligible senior citizens beneficiaries,An annuity and healthcare insurance combination plan for senior citizens designed for a comfortable retired life.,60,80,999999999,all,all,all,retired,all,all,all,retired,all,all,all,all,all,Guaranteed Rs. 2000 monthly pension and secondary medical coverage up to Rs. 1 Lakh.,"Age Certificate, Aadhaar, Bank Details, Income proof",https://nsap.nic.in/pension69
SCH070,Mahila Self-Reliance Scheme - Model 70,eligible women empowerment beneficiaries,Encouraging small enterprise setup for women by organizing self-help groups and funding micro-manufacturing setups.,18,80,300000,all,female,all,business owner,all,all,all,self-employed,all,all,all,all,all,"Subsidized startup loan of up to Rs. 1,00,000 without collateral.","Aadhaar Card, Residence proof, Self-Help Group certificate",https://wcd.nic.in/scheme70
SCH071,Ayushman Swasthya Suraksha - Yojana 71,eligible healthcare beneficiaries,National health insurance coverage for economically vulnerable populations enabling free hospitalization at registered clinics.,18,80,120000,all,all,all,all,all,all,all,all,all,all,all,yes,all,"Cashless medical insurance coverage of up to Rs. 5,000,000 per family per year.","BPL Card, Aadhaar Card, Ration Card",https://pmjay.gov.in/swasthya71
SCH072,Senior Citizen Financial Security - Pension 72,eligible senior citizens beneficiaries,An annuity and healthcare insurance combination plan for senior citizens designed for a comfortable retired life.,60,80,999999999,all,all,all,retired,all,all,all,retired,all,all,all,all,all,Guaranteed Rs. 2000 monthly pension and secondary medical coverage up to Rs. 1 Lakh.,"Age Certificate, Aadhaar, Bank Details, Income proof",https://nsap.nic.in/pension72
SCH073,National Farmer Scheme - Phase 73,eligible agriculture beneficiaries,Government initiative to support agricultural development by giving modern irrigation kits and equipment to farmers.,18,80,999999999,all,all,all,farmer,all,all,rural,self-employed,all,yes,all,all,all,Free drip irrigation kit and Rs. 5000 subsidy on fertilizers.,"Aadhaar Card, Land Records, Farmer ID Proof",https://agricoop.nic.in/scheme73
SCH074,Skill Upgradation and Vocational Loan - Plan 74,eligible skills development beneficiaries,Short-term industry courses and certification for unemployed youth to improve immediate placement prospects.,18,35,999999999,all,all,all,unemployed,all,all,all,unemployed,all,all,all,all,all,Free skill training course and job placement assistance with stipend.,"Aadhaar Card, School leaving certificate, Unemployed registration card",https://msde.gov.in/skill74
SCH075,Awas Sahayata Gramin - Allocation 75,eligible housing beneficiaries,Providing masonry training and raw building materials to rural households below the poverty line to build permanent homes.,18,80,999999999,all,all,all,all,all,all,rural,all,all,all,all,yes,all,"Financial assistance of Rs. 1,20,000 along with subsidised building supplies.","BPL Certificate, Land ownership map, Aadhaar Card",https://pmayg.nic.in/housing75
SCH076,Social Welfare Security Scheme - Support 76,eligible welfare beneficiaries,General state-funded social relief for economically weak sections including widows and distressed families.,18,80,150000,rajasthan,all,all,all,all,all,all,all,all,all,all,yes,all,Direct cash allowance of Rs. 1500 per month.,"Aadhaar Card, Income certificate, Bank passbook",https://socialjustice.gov.in/welfare76
SCH077,Ayushman Swasthya Suraksha - Yojana 77,eligible healthcare beneficiaries,National health insurance coverage for economically vulnerable populations enabling free hospitalization at registered clinics.,18,80,120000,all,male,all,all,all,all,all,all,all,all,all,yes,all,"Cashless medical insurance coverage of up to Rs. 5,000,000 per family per year.","BPL Card, Aadhaar Card, Ration Card",https://pmjay.gov.in/swasthya77
SCH078,National Farmer Scheme - Phase 78,eligible agriculture beneficiaries,Government initiative to support agricultural development by giving modern irrigation kits and equipment to farmers.,18,80,999999999,all,all,all,farmer,all,all,rural,self-employed,all,yes,all,all,all,Free drip irrigation kit and Rs. 5000 subsidy on fertilizers.,"Aadhaar Card, Land Records, Farmer ID Proof",https://agricoop.nic.in/scheme78
SCH079,Social Welfare Security Scheme - Support 79,eligible welfare beneficiaries,General state-funded social relief for economically weak sections including widows and distressed families.,18,80,150000,gujarat,all,all,all,all,all,all,all,all,all,all,yes,all,Direct cash allowance of Rs. 1500 per month.,"Aadhaar Card, Income certificate, Bank passbook",https://socialjustice.gov.in/welfare79
SCH080,Senior Citizen Financial Security - Pension 80,eligible senior citizens beneficiaries,An annuity and healthcare insurance combination plan for senior citizens designed for a comfortable retired life.,60,80,999999999,all,all,all,retired,all,all,all,retired,all,all,all,all,all,Guaranteed Rs. 2000 monthly pension and secondary medical coverage up to Rs. 1 Lakh.,"Age Certificate, Aadhaar, Bank Details, Income proof",https://nsap.nic.in/pension80
SCH081,Merit-cum-Means Post Matric Support - Program 81,eligible education beneficiaries,Financial backing for brilliant students to guarantee access to professional training colleges and technical degrees.,18,28,200000,all,all,10th,student,all,all,all,student,all,all,yes,all,all,Full academic tuition coverage and a monthly stipend of Rs. 1500.,"Academic transcript, Income certificate, Fee Structure, Aadhaar",https://scholarships.gov.in/scheme81
SCH082,Skill Upgradation and Vocational Loan - Plan 82,eligible skills development beneficiaries,Short-term industry courses and certification for unemployed youth to improve immediate placement prospects.,18,35,999999999,all,all,all,unemployed,all,all,all,unemployed,all,all,all,all,all,Free skill training course and job placement assistance with stipend.,"Aadhaar Card, School leaving certificate, Unemployed registration card",https://msde.gov.in/skill82
SCH083,Merit-cum-Means Post Matric Support - Program 83,eligible education beneficiaries,Financial backing for brilliant students to guarantee access to professional training colleges and technical degrees.,18,28,200000,all,all,12th,student,all,all,all,student,all,all,yes,all,all,Full academic tuition coverage and a monthly stipend of Rs. 1500.,"Academic transcript, Income certificate, Fee Structure, Aadhaar",https://scholarships.gov.in/scheme83
SCH084,Senior Citizen Financial Security - Pension 84,eligible senior citizens beneficiaries,An annuity and healthcare insurance combination plan for senior citizens designed for a comfortable retired life.,60,80,999999999,all,all,all,retired,all,all,all,retired,all,all,all,all,all,Guaranteed Rs. 2000 monthly pension and secondary medical coverage up to Rs. 1 Lakh.,"Age Certificate, Aadhaar, Bank Details, Income proof",https://nsap.nic.in/pension84
SCH085,Awas Sahayata Gramin - Allocation 85,eligible housing beneficiaries,Providing masonry training and raw building materials to rural households below the poverty line to build permanent homes.,18,80,999999999,punjab,all,all,all,all,all,rural,all,all,all,all,yes,all,"Financial assistance of Rs. 1,20,000 along with subsidised building supplies.","BPL Certificate, Land ownership map, Aadhaar Card",https://pmayg.nic.in/housing85
SCH086,National Farmer Scheme - Phase 86,eligible agriculture beneficiaries,Government initiative to support agricultural development by giving modern irrigation kits and equipment to farmers.,18,80,999999999,all,all,all,farmer,all,all,rural,self-employed,all,yes,all,all,all,Free drip irrigation kit and Rs. 5000 subsidy on fertilizers.,"Aadhaar Card, Land Records, Farmer ID Proof",https://agricoop.nic.in/scheme86
SCH087,Mahila Self-Reliance Scheme - Model 87,eligible women empowerment beneficiaries,Encouraging small enterprise setup for women by organizing self-help groups and funding micro-manufacturing setups.,18,80,300000,all,female,all,business owner,all,all,all,self-employed,all,all,all,all,all,"Subsidized startup loan of up to Rs. 1,00,000 without collateral.","Aadhaar Card, Residence proof, Self-Help Group certificate",https://wcd.nic.in/scheme87
SCH088,Senior Citizen Financial Security - Pension 88,eligible senior citizens beneficiaries,An annuity and healthcare insurance combination plan for senior citizens designed for a comfortable retired life.,60,80,999999999,all,all,all,retired,all,all,all,retired,all,all,all,all,all,Guaranteed Rs. 2000 monthly pension and secondary medical coverage up to Rs. 1 Lakh.,"Age Certificate, Aadhaar, Bank Details, Income proof",https://nsap.nic.in/pension88
SCH089,Ayushman Swasthya Suraksha - Yojana 89,eligible healthcare beneficiaries,National health insurance coverage for economically vulnerable populations enabling free hospitalization at registered clinics.,18,80,120000,all,all,all,all,all,all,all,all,all,all,all,yes,all,"Cashless medical insurance coverage of up to Rs. 5,000,000 per family per year.","BPL Card, Aadhaar Card, Ration Card",https://pmjay.gov.in/swasthya89
SCH090,Ayushman Swasthya Suraksha - Yojana 90,eligible healthcare beneficiaries,National health insurance coverage for economically vulnerable populations enabling free hospitalization at registered clinics.,18,80,120000,west bengal,all,all,all,all,all,all,all,all,all,all,yes,all,"Cashless medical insurance coverage of up to Rs. 5,000,000 per family per year.","BPL Card, Aadhaar Card, Ration Card",https://pmjay.gov.in/swasthya90
SCH091,Social Welfare Security Scheme - Support 91,eligible welfare beneficiaries,General state-funded social relief for economically weak sections including widows and distressed families.,18,80,150000,all,all,all,all,all,all,all,all,all,all,all,yes,all,Direct cash allowance of Rs. 1500 per month.,"Aadhaar Card, Income certificate, Bank passbook",https://socialjustice.gov.in/welfare91
SCH092,Ayushman Swasthya Suraksha - Yojana 92,eligible healthcare beneficiaries,National health insurance coverage for economically vulnerable populations enabling free hospitalization at registered clinics.,18,80,120000,all,all,all,all,all,all,all,all,all,all,all,yes,all,"Cashless medical insurance coverage of up to Rs. 5,000,000 per family per year.","BPL Card, Aadhaar Card, Ration Card",https://pmjay.gov.in/swasthya92
SCH093,National Farmer Scheme - Phase 93,eligible agriculture beneficiaries,Government initiative to support agricultural development by giving modern irrigation kits and equipment to farmers.,18,80,999999999,uttar pradesh,all,all,farmer,all,all,rural,self-employed,all,yes,all,all,all,Free drip irrigation kit and Rs. 5000 subsidy on fertilizers.,"Aadhaar Card, Land Records, Farmer ID Proof",https://agricoop.nic.in/scheme93
SCH094,Ayushman Swasthya Suraksha - Yojana 94,eligible healthcare beneficiaries,National health insurance coverage for economically vulnerable populations enabling free hospitalization at registered clinics.,18,80,120000,all,all,all,all,all,all,all,all,all,all,all,yes,all,"Cashless medical insurance coverage of up to Rs. 5,000,000 per family per year.","BPL Card, Aadhaar Card, Ration Card",https://pmjay.gov.in/swasthya94
SCH095,Senior Citizen Financial Security - Pension 95,eligible senior citizens beneficiaries,An annuity and healthcare insurance combination plan for senior citizens designed for a comfortable retired life.,60,80,999999999,all,all,all,retired,all,all,all,retired,all,all,all,all,all,Guaranteed Rs. 2000 monthly pension and secondary medical coverage up to Rs. 1 Lakh.,"Age Certificate, Aadhaar, Bank Details, Income proof",https://nsap.nic.in/pension95
SCH096,Social Welfare Security Scheme - Support 96,eligible welfare beneficiaries,General state-funded social relief for economically weak sections including widows and distressed families.,18,80,150000,bihar,male,all,all,all,all,all,all,all,all,all,yes,all,Direct cash allowance of Rs. 1500 per month.,"Aadhaar Card, Income certificate, Bank passbook",https://socialjustice.gov.in/welfare96
SCH097,Skill Upgradation and Vocational Loan - Plan 97,eligible skills development beneficiaries,Short-term industry courses and certification for unemployed youth to improve immediate placement prospects.,18,35,999999999,gujarat,all,all,unemployed,all,all,all,unemployed,all,all,all,all,all,Free skill training course and job placement assistance with stipend.,"Aadhaar Card, School leaving certificate, Unemployed registration card",https://msde.gov.in/skill97
SCH098,Ayushman Swasthya Suraksha - Yojana 98,eligible healthcare beneficiaries,National health insurance coverage for economically vulnerable populations enabling free hospitalization at registered clinics.,18,80,120000,all,all,all,all,all,all,all,all,all,all,all,yes,all,"Cashless medical insurance coverage of up to Rs. 5,000,000 per family per year.","BPL Card, Aadhaar Card, Ration Card",https://pmjay.gov.in/swasthya98
SCH099,Social Welfare Security Scheme - Support 99,eligible welfare beneficiaries,General state-funded social relief for economically weak sections including widows and distressed families.,18,80,150000,all,all,all,all,all,all,all,all,all,all,all,yes,all,Direct cash allowance of Rs. 1500 per month.,"Aadhaar Card, Income certificate, Bank passbook",https://socialjustice.gov.in/welfare99
SCH100,Social Welfare Security Scheme - Support 100,eligible welfare beneficiaries,General state-funded social relief for economically weak sections including widows and distressed families.,18,80,150000,all,all,all,all,all,all,all,all,all,all,all,yes,all,Direct cash allowance of Rs. 1500 per month.,"Aadhaar Card, Income certificate, Bank passbook",https://socialjustice.gov.in/welfare100
